Date,Open,High,Low,Close,Adj Close,Volume
2012-12-01,88.550003,90.370003,84.699997,86.550003,69.992157,282441200
2013-01-01,87.790001,91.930000,87.239998,89.970001,72.757874,261496700
2013-02-01,90.440002,90.500000,87.610001,89.550003,72.418228,237182000
2013-03-01,89.070000,90.980003,87.900002,90.110001,73.336632,265045600
2013-04-01,90.129997,90.989998,85.019997,88.989998,72.425133,296347200
2013-05-01,88.519997,93.500000,87.480003,90.470001,73.629654,276095000
2013-06-01,90.529999,92.269997,88.019997,90.349998,74.040642,291767600
2013-07-01,90.389999,95.489998,89.959999,93.750000,76.826904,237784200
2013-08-01,92.690002,93.099998,86.389999,87.160004,71.426506,271631600
2013-09-01,87.699997,89.870003,85.610001,86.040001,70.996002,238532800
2013-10-01,85.989998,90.959999,84.790001,89.620003,73.950035,287672200
2013-11-01,89.739998,96.000000,88.269997,93.480003,77.135109,250351200
2013-12-01,93.269997,101.739998,92.919998,101.199997,84.073471,269290800
2014-01-01,100.599998,101.220001,91.699997,92.160004,76.563354,256867500
2014-02-01,91.919998,97.250000,89.250000,96.269997,79.977783,253283700
2014-03-01,95.760002,98.849998,93.010002,97.680000,81.723915,255698300
2014-04-01,97.650002,102.570000,96.239998,102.410004,85.681282,230896100
2014-05-01,101.959999,103.449997,100.320000,100.529999,84.108368,179886600
2014-06-01,100.529999,104.610001,99.589996,100.680000,84.805763,208876600
2014-07-01,101.150002,104.760002,98.930000,98.940002,83.340103,189374200
2014-08-01,98.620003,100.430000,97.629997,99.459999,83.778114,187451500
2014-09-01,99.430000,99.589996,93.620003,94.050003,79.772972,231833300
2014-10-01,94.110001,96.889999,86.910004,96.709999,82.029205,342094700
2014-11-01,96.559998,97.199997,90.110001,90.540001,76.795815,218128400
2014-12-01,90.360001,95.330002,86.190002,92.449997,78.982010,400812400
2015-01-01,92.250000,93.050003,86.029999,87.419998,74.684784,326724000
2015-02-01,87.849998,93.449997,87.500000,88.540001,75.641624,276447700
2015-03-01,88.339996,88.519997,82.680000,85.000000,73.163918,330260500
2015-04-01,85.699997,88.669998,83.809998,87.370003,75.203896,251671200
2015-05-01,87.849998,90.089996,84.769997,85.199997,73.336067,198924100
2015-06-01,85.250000,85.970001,82.800003,83.199997,72.206886,238799200
2015-07-01,83.279999,83.529999,78.930000,79.209999,68.744080,273534100
2015-08-01,78.699997,79.290001,66.550003,75.239998,65.298630,387356600
2015-09-01,73.300003,75.470001,71.510002,74.349998,65.129967,316644500
2015-10-01,75.199997,83.879997,73.029999,82.739998,72.479530,318050000
2015-11-01,82.300003,87.440002,77.910004,81.660004,71.533470,264207900
2015-12-01,81.760002,82.129997,73.790001,77.949997,68.878807,366953700
2016-01-01,77.500000,79.919998,71.550003,77.849998,68.790436,418597900
2016-02-01,76.660004,83.440002,73.550003,80.150002,70.822777,359915800
2016-03-01,80.559998,85.099998,80.309998,83.589996,74.532860,292841700
2016-04-01,82.400002,89.779999,81.989998,88.400002,78.821693,221737100
2016-05-01,88.239998,90.459999,87.230003,89.019997,79.374496,218945200
2016-06-01,88.430000,93.830002,87.610001,93.739998,84.285545,252033000
2016-07-01,93.360001,95.550003,86.120003,88.949997,79.978645,209716200
2016-08-01,88.080002,88.940002,85.580002,87.139999,78.351204,235412300
2016-09-01,86.720001,89.370003,82.290001,87.279999,79.146294,271447100
2016-10-01,86.940002,88.669998,82.989998,83.320000,75.555344,192041100
2016-11-01,83.500000,88.190002,82.760002,87.300003,79.164444,232960700
2016-12-01,87.980003,93.220001,86.599998,90.260002,82.573349,220435500
2017-01-01,90.940002,91.339996,83.129997,83.889999,76.745811,252514500
2017-02-01,84.000000,84.160004,80.760002,81.320000,74.394684,237345100
2017-03-01,81.699997,84.250000,80.309998,82.010002,75.711990,315475000
2017-04-01,82.019997,83.550003,80.300003,81.650002,75.379631,192624700
2017-05-01,81.510002,83.230003,80.470001,80.500000,74.317940,220122400
