Date,Open,High,Low,Close,Adj Close,Volume
2006-12-01,null,null,null,null,null,null
2007-01-01,231.494354,254.842499,229.065155,249.129654,249.129654,250793200
2007-02-01,251.365112,251.370087,220.088531,223.272827,223.272827,229308300
2007-03-01,219.904724,231.494354,217.088058,227.599686,227.599686,237766900
2007-04-01,227.400970,244.658737,224.599197,234.166977,234.166977,187124400
2007-05-01,234.569351,252.746124,227.227112,247.346252,247.346252,200456500
2007-06-01,248.881271,265.766449,247.187286,259.661163,259.661163,259773400
2007-07-01,261.047150,277.485229,247.828110,253.352188,253.352188,234776200
2007-08-01,253.600571,261.707855,238.677628,255.960220,255.960220,178552800
2007-09-01,255.845963,284.047546,253.789352,281.802155,281.802155,139728700
2007-10-01,283.143433,351.215668,282.964600,351.215668,351.215668,312921600
2007-11-01,349.124298,371.205658,306.019623,344.260925,344.260925,345178600
2007-12-01,343.272339,360.058167,324.141785,343.505829,343.505829,171735800
2008-01-01,344.196320,346.431793,257.823120,280.326752,280.326752,317629300
2008-02-01,262.626862,268.771912,221.981232,234.067612,234.067612,356674000
2008-03-01,234.231552,234.832642,204.723465,218.811844,218.811844,293123000
2008-04-01,222.423355,290.540314,219.075134,285.289459,285.289459,287947900
2008-05-01,287.286469,299.278473,267.167328,291.007263,291.007263,210624600
2008-06-01,289.367950,292.120026,255.880737,261.509125,261.509125,188786800
2008-07-01,258.111237,276.044586,231.295639,235.344315,235.344315,209523600
2008-08-01,234.728317,253.680054,229.457596,230.148102,230.148102,138521900
2008-09-01,236.844559,239.532074,189.124924,198.965912,198.965912,269898900
2008-10-01,204.246567,207.142731,153.720200,178.518906,178.518906,401181500
2008-11-01,177.634659,184.976898,122.850975,145.533447,145.533447,318119800
2008-12-01,142.413742,163.685379,130.441605,152.830978,152.830978,227482400
2009-01-01,153.302917,175.026627,140.461441,168.171204,168.171204,221190400
2009-02-01,166.064911,189.268982,163.710220,167.902954,167.902954,224620400
2009-03-01,165.588013,178.419556,143.789780,172.905411,172.905411,229430900
2009-04-01,170.779251,200.570480,169.204483,196.705612,196.705612,176806100
2009-05-01,196.238663,207.266922,191.102066,207.266922,207.266922,114810500
2009-06-01,208.012085,222.224640,199.646484,209.432846,209.432846,141836400
2009-07-01,210.729416,224.887329,196.710587,220.093506,220.093506,146982800
2009-08-01,222.920120,235.642380,217.863007,229.343338,229.343338,98108800
2009-09-01,228.354767,251.861877,224.832687,246.322906,246.322906,102821300
2009-10-01,244.907120,279.005341,239.740723,266.327789,266.327789,155350500
2009-11-01,266.804688,291.633209,262.413269,289.616333,289.616333,82342500
2009-12-01,292.164764,310.972412,287.718658,307.986847,307.986847,85793200
2010-01-01,311.449310,312.721039,261.106750,263.257751,263.257751,179358400
2010-02-01,265.572693,271.981018,258.319885,261.697906,261.697906,104743200
2010-03-01,262.890167,292.239258,262.164856,281.727631,281.727631,168637000
2010-04-01,283.828979,296.988373,258.831543,261.151459,261.151459,147070900
2010-05-01,261.548889,264.738129,228.513733,241.245926,241.245926,164181400
2010-06-01,238.662735,252.979614,220.923111,221.037369,221.037369,120502500
2010-07-01,221.206268,247.142578,215.413940,240.858444,240.858444,139519800
2010-08-01,242.915070,252.656708,222.378647,223.555984,223.555984,106395800
2010-09-01,226.019958,266.690430,224.787964,261.196167,261.196167,120176800
2010-10-01,263.287567,310.351471,257.748596,304.867126,304.867126,159726000
2010-11-01,305.875580,313.386719,274.867249,276.059509,276.059509,117642000
2010-12-01,279.680939,301.538788,279.382874,295.065887,295.065887,85118500
2011-01-01,296.312775,319.402588,295.850769,298.240234,298.240234,120747200
2011-02-01,300.291901,313.550659,298.732025,304.718109,304.718109,84280400
2011-03-01,306.893951,307.609283,273.858826,291.484161,291.484161,121057900
2011-04-01,292.477722,295.671936,257.823120,270.292023,270.292023,141395000
2011-05-01,271.086853,271.101746,255.041199,262.800720,262.800720,91243400
2011-06-01,262.313904,264.877228,234.981674,251.553879,251.553879,119017100
2011-07-01,251.732727,311.722534,251.553879,299.894470,299.894470,163163100
2011-08-01,303.635132,305.761322,243.844025,268.732147,268.732147,214937600
2011-09-01,268.627838,277.455414,253.600571,255.855911,255.855911,118020100
2011-10-01,253.277679,299.402679,238.747177,294.405182,294.405182,155433000
2011-11-01,288.175690,307.152283,278.851349,297.758362,297.758362,121383100
2011-12-01,298.061401,321.290314,297.564636,320.863098,320.863098,110809000
2012-01-01,324.360352,332.959412,280.450928,288.180664,288.180664,148241000
2012-02-01,290.580048,310.778687,287.698792,307.127441,307.127441,95343200
2012-03-01,309.119476,327.167084,295.001312,318.548157,318.548157,95273600
2012-04-01,318.314667,324.459717,293.193054,300.470734,300.470734,118519300
2012-05-01,299.944153,316.864105,287.629242,288.553253,288.553253,118108000
2012-06-01,284.047546,292.045532,276.461884,288.160797,288.160797,93611600
2012-07-01,289.030151,319.223755,279.228882,314.439880,314.439880,103238300
2012-08-01,316.590881,342.268860,309.690765,340.331482,340.331482,94736400
2012-09-01,340.063202,379.973633,334.573914,374.812195,374.812195,121135900
2012-10-01,377.072510,384.687988,332.686188,337.951935,337.951935,144530000
2012-11-01,337.554535,347.350830,315.945068,346.928558,346.928558,93963200
2012-12-01,348.851074,362.194275,338.960388,351.404449,351.404449,83931400
2013-01-01,357.385559,378.016357,345.512787,375.403351,375.403351,105490000
2013-02-01,376.650238,401.871216,376.600586,398.011322,398.011322,93281700
2013-03-01,396.322296,419.273041,394.086853,394.528961,394.528961,85649100
2013-04-01,394.936310,411.145905,378.170380,409.620819,409.620819,107798400
2013-05-01,408.970032,457.325531,405.542328,432.795074,432.795074,99475100
2013-06-01,433.679321,452.477081,420.872620,437.340515,437.340515,97791000
2013-07-01,440.360870,461.001617,434.975891,441.006683,441.006683,103155300
2013-08-01,444.608246,451.915710,420.048004,420.713654,420.713654,67407600
2013-09-01,424.419556,450.067749,424.215881,435.124939,435.124939,66675300
2013-10-01,437.280914,517.394836,418.766327,511.960205,511.960205,111165100
2013-11-01,512.561279,530.549316,499.252838,526.371460,526.371460,52852500
2013-12-01,528.318787,556.878052,521.120605,556.734009,556.734009,68124700
2014-01-01,554.125916,589.436279,537.638184,586.669312,586.669312,109730500
