Date,Open,High,Low,Close,Adj Close,Volume
2014-02-01,585.789978,610.469482,560.365356,603.897217,603.897217,81618000
2014-03-01,599.476013,609.530579,549.896362,555.445007,555.445007,71857600
2014-04-01,555.654724,601.522522,500.050446,523.779968,523.779968,67539600
2014-05-01,524.227539,564.734802,500.547729,556.828247,556.828247,36727500
2014-06-01,557.633850,579.264893,535.803833,572.134094,572.134094,38105800
2014-07-01,575.157471,596.370850,561.920288,568.474243,568.474243,34704900
2014-08-01,567.280762,584.128174,556.937683,568.474243,568.474243,27734000
2014-09-01,568.722839,593.218140,565.102783,574.202698,574.202698,33608300
2014-10-01,572.860107,577.822815,505.321472,556.022705,556.022705,52305400
2014-11-01,552.462280,554.849121,527.181274,538.867004,538.867004,28598100
2014-12-01,535.953064,538.449341,486.325928,523.521423,523.521423,45989600
2015-01-01,526.114746,539.202759,484.891632,531.594604,531.594604,50208900
2015-02-01,528.819885,561.619385,515.712036,555.343933,555.343933,32578800
2015-03-01,557.462280,574.747131,541.241516,545.000854,545.000854,38446900
2015-04-01,545.597534,568.014160,518.158569,537.340027,537.340027,42364400
2015-05-01,538.429993,544.190002,521.085022,532.109985,532.109985,31848600
2015-06-01,536.789978,543.739990,520.500000,520.510010,520.510010,34334600
2015-07-01,524.729980,678.640015,515.179993,625.609985,625.609985,63319000
2015-08-01,625.340027,674.900024,565.049988,637.609985,637.609985,61388900
2015-09-01,602.359985,650.900024,589.380005,608.419983,608.419983,47889100
2015-10-01,608.369995,730.000000,599.849976,710.809998,710.809998,49428500
2015-11-01,711.059998,762.708008,705.849976,742.599976,742.599976,33932700
2015-12-01,747.109985,779.979980,724.169983,758.880005,758.880005,43096800
2016-01-01,743.000000,752.000000,673.260010,742.950012,742.950012,46552500
2016-02-01,750.460022,789.869995,663.059998,697.770020,697.770020,64329300
2016-03-01,703.619995,757.880005,685.340027,744.950012,744.950012,41735400
2016-04-01,738.599976,769.900024,689.000000,693.010010,693.010010,42140100
2016-05-01,697.630005,739.729980,689.010010,735.719971,735.719971,34941900
2016-06-01,734.530029,737.210022,663.283997,692.099976,692.099976,39358300
2016-07-01,692.200012,778.549988,688.215027,768.789978,768.789978,29898300
2016-08-01,761.090027,789.750000,761.090027,767.049988,767.049988,26373900
2016-09-01,769.250000,789.849976,754.000000,777.289978,777.289978,27540000
2016-10-01,774.250000,816.679993,769.500000,784.539978,784.539978,33881500
2016-11-01,782.890015,795.632996,727.539978,758.039978,758.039978,42595000
2016-12-01,757.440002,804.380005,737.025024,771.820007,771.820007,32079700
2017-01-01,778.809998,841.950012,775.799988,796.789978,796.789978,33191600
2017-02-01,799.679993,833.450012,791.190002,823.210022,823.210022,25682500
2017-03-01,828.849976,853.500000,803.369995,829.559998,829.559998,33835100
2017-04-01,829.219971,916.849976,817.020020,905.960022,905.960022,25161900
2017-05-01,901.940002,979.270020,901.450012,964.859985,964.859985,32180100
